listing_id,listed_date,country,brand,model,fuel,transmission,seller_type,age_years,mileage_km,power_kw,previous_owners,accident_free,days_on_market,asking_price_eur,model_price_eur,price_p10_eur,price_p90_eur,price_gap_pct,recommended_action
CAR-02968,2026-03-04,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Independent dealer,5,61623,131,3,True,112,14270,12721,10926,14693,12.2,Review markdown
CAR-00918,2026-03-04,DE,Audi,A3,Hybrid,Automatic,Independent dealer,6,91974,141,3,True,21,9720,10367,8905,11975,-6.2,Hold
CAR-04226,2026-03-04,DE,Volkswagen,Golf,Diesel,Manual,Franchise dealer,2,49338,214,1,True,66,23890,22336,19186,25800,7.0,Review markdown
CAR-00873,2026-03-05,NL,Audi,e-tron,Petrol,Automatic,Independent dealer,3,59205,175,1,True,15,43160,34075,29269,39359,26.7,Hold
CAR-04218,2026-03-05,DE,Skoda,Karoq,Diesel,Automatic,Independent dealer,2,30214,130,2,True,95,22940,23283,19999,26893,-1.5,Hold
CAR-01419,2026-03-05,NL,Skoda,Kodiaq,Electric,Manual,Independent dealer,3,45717,146,2,True,84,21780,22778,19565,26310,-4.4,Hold
CAR-02176,2026-03-05,DE,Audi,e-tron,Diesel,Automatic,Independent dealer,8,105548,118,3,True,70,9900,11384,9779,13150,-13.0,Check underpricing
CAR-04866,2026-03-05,DE,Audi,Q5,Diesel,Automatic,Franchise dealer,9,130120,127,5,True,18,7340,8746,7512,10102,-16.1,Check underpricing
CAR-01895,2026-03-05,DE,BMW,X3,Electric,Manual,Franchise dealer,2,47472,70,1,True,98,34170,33955,29166,39220,0.6,Hold
CAR-04510,2026-03-06,NL,Mercedes-Benz,GLA,Hybrid,Manual,Independent dealer,6,97595,149,3,True,57,10940,11435,9822,13208,-4.3,Hold
CAR-02128,2026-03-06,DE,BMW,i4,Hybrid,Automatic,Franchise dealer,6,51285,200,3,True,9,23590,20060,17230,23170,17.6,Hold
CAR-01295,2026-03-06,DE,Audi,A3,Diesel,Automatic,Franchise dealer,1,30287,74,1,True,25,26400,30061,25821,34723,-12.2,Check underpricing
CAR-00073,2026-03-06,DE,Audi,e-tron,Petrol,Automatic,Franchise dealer,2,42646,168,1,True,39,46600,45342,38947,52374,2.8,Hold
CAR-00368,2026-03-06,DE,Audi,A4,Hybrid,Automatic,Franchise dealer,2,40475,145,2,True,25,32560,32073,27549,37047,1.5,Hold
CAR-00818,2026-03-07,DE,Volkswagen,Tiguan,Electric,Automatic,Franchise dealer,4,58872,156,2,True,43,21170,19015,16333,21964,11.3,Hold
CAR-03969,2026-03-07,DE,BMW,5 Series,Petrol,Manual,Franchise dealer,6,135137,105,2,True,72,12530,12116,10407,13994,3.4,Hold
CAR-04147,2026-03-07,DE,Volkswagen,Tiguan,Hybrid,Automatic,Independent dealer,13,216313,226,5,True,72,5150,5405,4643,6243,-4.7,Hold
CAR-03409,2026-03-07,DE,BMW,X1,Electric,Automatic,Independent dealer,13,254116,226,5,True,56,5240,4871,4184,5626,7.6,Review markdown
CAR-00591,2026-03-07,DE,Mercedes-Benz,E-Class,Petrol,Manual,Independent dealer,3,70724,127,2,True,91,31140,26816,23034,30975,16.1,Review markdown
CAR-04108,2026-03-07,AT,Skoda,Octavia,Petrol,Automatic,Independent dealer,5,71914,141,3,True,28,13180,11029,9474,12740,19.5,Hold
CAR-01701,2026-03-08,DE,Skoda,Enyaq,Diesel,Manual,Private,1,21714,116,1,True,5,31760,34429,29572,39768,-7.8,Hold
CAR-00194,2026-03-08,DE,BMW,i4,Diesel,Automatic,Franchise dealer,2,68905,76,1,True,77,36420,32320,27762,37333,12.7,Review markdown
CAR-04094,2026-03-09,DE,BMW,5 Series,Petrol,Automatic,Independent dealer,4,110191,136,2,True,104,22980,19676,16901,22728,16.8,Review markdown
CAR-01721,2026-03-09,DE,Audi,Q5,Diesel,Manual,Independent dealer,4,57242,159,2,True,35,26700,21773,18702,25150,22.6,Hold
CAR-03061,2026-03-09,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,4,48541,185,2,True,36,22310,20737,17812,23952,7.6,Hold
CAR-00163,2026-03-10,DE,BMW,X1,Electric,Automatic,Independent dealer,9,119549,113,4,True,28,6430,7103,6101,8204,-9.5,Check underpricing
CAR-00081,2026-03-10,DE,Audi,A4,Petrol,Automatic,Independent dealer,8,150678,129,3,True,122,6520,7546,6482,8716,-13.6,Check underpricing
CAR-03877,2026-03-10,DE,Skoda,Octavia,Diesel,Automatic,Independent dealer,8,121184,151,4,True,89,5900,5967,5125,6892,-1.1,Hold
CAR-04790,2026-03-10,NL,Mercedes-Benz,EQE,Diesel,Manual,Franchise dealer,5,84713,125,3,True,22,24270,18993,16314,21939,27.8,Hold
CAR-01822,2026-03-10,DE,Mercedes-Benz,E-Class,Diesel,Manual,Independent dealer,4,60201,181,2,True,26,28100,23341,20049,26961,20.4,Hold
CAR-00565,2026-03-11,DE,Volkswagen,ID.4,Diesel,Automatic,Independent dealer,3,74967,244,2,True,19,26310,24254,20833,28015,8.5,Hold
CAR-00390,2026-03-11,DE,Volkswagen,Golf,Hybrid,Automatic,Independent dealer,8,144350,158,2,True,79,6100,6374,5475,7363,-4.3,Hold
CAR-02892,2026-03-11,DE,Volkswagen,Passat,Petrol,Automatic,Franchise dealer,6,140044,178,4,True,48,10680,9964,8559,11509,7.2,Review markdown
CAR-04591,2026-03-11,DE,Mercedes-Benz,EQE,Petrol,Automatic,Independent dealer,2,38334,159,1,True,43,39590,46436,39886,53637,-14.7,Check underpricing
CAR-03145,2026-03-11,DE,Volkswagen,ID.3,Diesel,Automatic,Franchise dealer,1,26167,123,1,True,33,34800,34611,29729,39978,0.5,Hold
CAR-00650,2026-03-12,DE,Audi,Q3,Petrol,Automatic,Franchise dealer,3,67922,90,2,True,21,22290,19959,17144,23055,11.7,Hold
CAR-03461,2026-03-12,DE,Volkswagen,ID.4,Hybrid,Automatic,Franchise dealer,5,96290,138,2,True,9,17490,15373,13205,17757,13.8,Hold
CAR-01602,2026-03-12,DE,Volkswagen,ID.3,Diesel,Manual,Independent dealer,8,111663,80,4,True,5,5910,6041,5189,6978,-2.2,Hold
CAR-01962,2026-03-12,AT,Mercedes-Benz,A-Class,Hybrid,Automatic,Independent dealer,9,160066,182,3,True,75,5360,6847,5881,7909,-21.7,Check underpricing
CAR-04138,2026-03-13,DE,Volkswagen,Golf,Petrol,Manual,Independent dealer,4,44855,158,2,True,8,13480,13361,11476,15433,0.9,Hold
CAR-02743,2026-03-13,DE,Volkswagen,Golf,Hybrid,Automatic,Independent dealer,3,43037,145,1,True,40,18310,18654,16023,21547,-1.8,Hold
CAR-00996,2026-03-13,AT,Volkswagen,Passat,Diesel,Automatic,Franchise dealer,5,89039,144,1,False,44,11700,11705,10054,13520,-0.0,Hold
CAR-00325,2026-03-13,DE,Volkswagen,Golf,Petrol,Automatic,Independent dealer,3,56825,153,2,True,60,16650,16733,14373,19328,-0.5,Hold
CAR-04325,2026-03-13,DE,Mercedes-Benz,E-Class,Petrol,Automatic,Independent dealer,10,159809,112,3,True,31,5970,8146,6997,9409,-26.7,Check underpricing
CAR-03533,2026-03-13,DE,BMW,i4,Electric,Automatic,Private,9,159731,144,3,True,37,7240,8729,7498,10083,-17.1,Check underpricing
CAR-01874,2026-03-14,DE,Skoda,Karoq,Diesel,Automatic,Independent dealer,2,23485,222,1,True,25,24390,27515,23634,31782,-11.4,Check underpricing
CAR-04414,2026-03-14,DE,Audi,A3,Diesel,Automatic,Franchise dealer,5,106988,176,2,True,42,12140,11809,10144,13641,2.8,Hold
CAR-00933,2026-03-14,AT,Volkswagen,ID.3,Petrol,Automatic,Private,3,59183,124,2,True,68,19440,18792,16142,21707,3.4,Hold
CAR-01799,2026-03-15,DE,Volkswagen,Golf,Diesel,Automatic,Independent dealer,1,35055,175,2,True,40,27950,28177,24203,32547,-0.8,Hold
CAR-04450,2026-03-15,DE,Volkswagen,ID.3,Petrol,Manual,Independent dealer,1,4654,110,1,True,45,33270,35209,30243,40669,-5.5,Hold
CAR-00360,2026-03-15,DE,Skoda,Karoq,Diesel,Automatic,Independent dealer,5,131662,139,3,True,14,9060,9261,7955,10697,-2.2,Hold
CAR-01110,2026-03-15,DE,BMW,5 Series,Diesel,Automatic,Private,4,94057,179,1,True,34,21780,20141,17300,23264,8.1,Hold
CAR-01699,2026-03-15,AT,Volkswagen,ID.3,Electric,Manual,Independent dealer,2,28704,106,1,True,30,25520,26656,22897,30790,-4.3,Hold
CAR-01172,2026-03-15,DE,Audi,A4,Diesel,Automatic,Independent dealer,10,139638,74,4,True,48,5670,5619,4827,6491,0.9,Hold
CAR-01482,2026-03-15,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,1,26327,199,1,True,84,41970,39415,33856,45527,6.5,Review markdown
CAR-00679,2026-03-16,DE,Audi,A4,Hybrid,Manual,Franchise dealer,10,152543,152,5,True,58,5710,6434,5526,7431,-11.3,Check underpricing
CAR-00239,2026-03-16,NL,BMW,X1,Hybrid,Automatic,Private,8,167116,168,2,True,45,6840,7550,6486,8721,-9.4,Check underpricing
CAR-02995,2026-03-16,DE,Mercedes-Benz,E-Class,Diesel,Automatic,Franchise dealer,3,59241,203,3,True,28,33680,31633,27172,36539,6.5,Hold
CAR-03671,2026-03-16,DE,Volkswagen,Golf,Petrol,Automatic,Independent dealer,6,111453,145,3,True,18,7540,8016,6886,9260,-5.9,Hold
CAR-00928,2026-03-17,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,2,29045,164,3,False,42,28350,27339,23483,31579,3.7,Hold
CAR-01147,2026-03-17,DE,Volkswagen,ID.4,Diesel,Automatic,Private,12,165635,142,3,True,14,5840,5428,4662,6270,7.6,Hold
CAR-03301,2026-03-17,DE,Audi,Q5,Diesel,Automatic,Franchise dealer,5,73882,76,1,True,53,19930,17204,14778,19872,15.8,Review markdown
CAR-03987,2026-03-17,DE,Mercedes-Benz,E-Class,Electric,Automatic,Franchise dealer,5,110977,118,2,True,73,19810,18500,15890,21368,7.1,Review markdown
CAR-00563,2026-03-17,DE,Volkswagen,Passat,Petrol,Automatic,Franchise dealer,8,132057,94,3,True,53,6010,7179,6166,8292,-16.3,Check underpricing
CAR-04647,2026-03-17,DE,BMW,i4,Diesel,Automatic,Franchise dealer,3,71125,188,2,True,47,30020,29689,25501,34293,1.1,Hold
CAR-02957,2026-03-17,DE,BMW,5 Series,Petrol,Manual,Independent dealer,5,76093,210,2,True,26,21760,18762,16116,21671,16.0,Hold
CAR-01938,2026-03-17,AT,Audi,Q5,Hybrid,Automatic,Independent dealer,13,280280,149,5,True,42,5620,5678,4877,6559,-1.0,Hold
CAR-02567,2026-03-17,DE,BMW,3 Series,Electric,Automatic,Private,4,87203,109,3,True,41,13780,14852,12757,17155,-7.2,Hold
CAR-04629,2026-03-17,DE,Audi,A4,Electric,Manual,Franchise dealer,8,159417,251,3,True,74,7230,8804,7562,10169,-17.9,Check underpricing
CAR-02840,2026-03-18,AT,Volkswagen,Golf,Petrol,Automatic,Franchise dealer,1,27478,91,1,True,121,28840,29247,25122,33782,-1.4,Hold
CAR-04274,2026-03-18,DE,BMW,X1,Petrol,Automatic,Private,6,124689,95,4,True,21,9090,8589,7377,9920,5.8,Hold
CAR-04944,2026-03-18,DE,Mercedes-Benz,C-Class,Hybrid,Automatic,Private,3,69978,70,1,False,56,19000,18186,15621,21007,4.5,Hold
CAR-03346,2026-03-18,DE,Volkswagen,Tiguan,Electric,Manual,Franchise dealer,5,70466,170,3,True,72,15890,14473,12432,16717,9.8,Review markdown
CAR-01770,2026-03-18,AT,Mercedes-Benz,C-Class,Hybrid,Automatic,Franchise dealer,11,157814,200,3,True,44,5830,8059,6922,9309,-27.7,Check underpricing
CAR-01448,2026-03-19,AT,Volkswagen,ID.4,Electric,Automatic,Private,2,43605,175,1,True,120,33500,33348,28645,38520,0.5,Hold
CAR-00128,2026-03-19,DE,BMW,5 Series,Hybrid,Automatic,Franchise dealer,4,61364,196,2,False,62,24050,23088,19831,26668,4.2,Hold
CAR-04334,2026-03-19,DE,Volkswagen,ID.3,Hybrid,Automatic,Independent dealer,5,95719,89,2,True,31,12890,11867,10194,13708,8.6,Hold
CAR-03141,2026-03-19,DE,BMW,X3,Diesel,Manual,Franchise dealer,3,50461,235,1,True,11,34610,31237,26831,36081,10.8,Hold
CAR-01791,2026-03-20,DE,Audi,Q5,Hybrid,Manual,Independent dealer,8,151231,74,4,True,32,6650,8522,7320,9843,-22.0,Check underpricing
CAR-01466,2026-03-20,DE,Mercedes-Benz,GLA,Diesel,Automatic,Independent dealer,3,81258,165,1,True,34,23220,20829,17891,24059,11.5,Hold
CAR-00952,2026-03-20,AT,Audi,e-tron,Diesel,Automatic,Private,4,53697,167,2,True,29,33390,25210,21654,29119,32.4,Hold
CAR-00350,2026-03-20,DE,Volkswagen,ID.4,Electric,Automatic,Franchise dealer,6,64421,155,3,True,39,17120,14322,12302,16543,19.5,Hold
CAR-03404,2026-03-20,DE,Skoda,Karoq,Petrol,Automatic,Franchise dealer,4,60791,164,3,True,16,15520,15171,13031,17524,2.3,Hold
CAR-04046,2026-03-20,DE,Audi,e-tron,Diesel,Automatic,Franchise dealer,5,84501,115,2,True,15,23960,18948,16276,21887,26.5,Hold
CAR-00500,2026-03-20,DE,Volkswagen,Golf,Electric,Manual,Private,3,73078,148,1,True,62,14690,15031,12911,17362,-2.3,Hold
CAR-01377,2026-03-20,DE,Skoda,Kodiaq,Petrol,Manual,Private,3,53073,155,2,True,51,22980,19950,17136,23044,15.2,Review markdown
CAR-00240,2026-03-20,DE,Volkswagen,ID.3,Petrol,Automatic,Private,1,28236,131,2,True,36,35470,32176,27637,37165,10.2,Hold
CAR-03559,2026-03-20,DE,Mercedes-Benz,GLA,Petrol,Automatic,Franchise dealer,7,117830,165,3,False,40,6750,8465,7271,9778,-20.3,Check underpricing
CAR-01418,2026-03-21,DE,Skoda,Kodiaq,Petrol,Automatic,Independent dealer,0,24398,182,1,True,46,48450,54477,46793,62925,-11.1,Check underpricing
CAR-03762,2026-03-21,DE,BMW,i4,Petrol,Manual,Franchise dealer,4,72951,70,3,True,15,23210,19148,16447,22118,21.2,Hold
CAR-04722,2026-03-21,DE,Audi,Q5,Petrol,Automatic,Private,6,116208,144,2,True,59,13640,13440,11544,15524,1.5,Hold
CAR-04406,2026-03-21,NL,Skoda,Karoq,Petrol,Automatic,Private,9,100471,129,3,True,36,5950,6065,5209,7005,-1.9,Hold
CAR-02160,2026-03-21,DE,Mercedes-Benz,A-Class,Petrol,Manual,Franchise dealer,3,68565,149,2,True,18,18420,18372,15781,21221,0.3,Hold
CAR-04811,2026-03-21,DE,Volkswagen,Golf,Petrol,Manual,Independent dealer,3,42537,160,2,True,41,17150,16568,14231,19137,3.5,Hold
CAR-00883,2026-03-22,DE,Mercedes-Benz,EQE,Diesel,Automatic,Franchise dealer,3,50966,213,1,True,23,49470,38246,32852,44177,29.3,Hold
CAR-03701,2026-03-22,AT,Audi,e-tron,Electric,Automatic,Franchise dealer,2,31279,134,2,True,18,55100,46794,40193,54050,17.8,Hold
CAR-02350,2026-03-22,DE,BMW,5 Series,Hybrid,Automatic,Independent dealer,6,101332,70,2,True,65,13260,13659,11733,15778,-2.9,Hold
CAR-01362,2026-03-22,DE,Volkswagen,Tiguan,Diesel,Automatic,Private,0,11647,117,1,False,20,38830,38959,33464,45001,-0.3,Hold
CAR-02026,2026-03-22,DE,Volkswagen,Golf,Petrol,Automatic,Independent dealer,2,32143,143,1,True,16,24930,22611,19422,26117,10.3,Hold
CAR-03585,2026-03-23,AT,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,8,121878,100,3,True,18,6120,7099,6097,8200,-13.8,Check underpricing
CAR-01851,2026-03-23,DE,Skoda,Octavia,Electric,Manual,Franchise dealer,4,57078,198,2,True,43,17690,15171,13032,17524,16.6,Hold
CAR-00823,2026-03-23,DE,Volkswagen,ID.3,Petrol,Automatic,Private,4,55219,95,3,True,18,18820,13971,12000,16138,34.7,Hold
CAR-00798,2026-03-23,AT,Volkswagen,Golf,Petrol,Automatic,Franchise dealer,5,83125,124,1,True,41,10550,11064,9504,12780,-4.6,Hold
CAR-00342,2026-03-23,DE,Volkswagen,ID.4,Diesel,Automatic,Private,1,30138,170,2,True,152,36080,38598,33154,44583,-6.5,Hold
CAR-01150,2026-03-23,DE,BMW,3 Series,Petrol,Automatic,Independent dealer,3,76593,190,1,True,49,24770,22547,19367,26044,9.9,Review markdown
CAR-00346,2026-03-24,DE,Skoda,Enyaq,Diesel,Automatic,Private,9,184503,95,4,True,5,5560,5364,4608,6196,3.7,Hold
CAR-00372,2026-03-24,DE,Audi,A4,Diesel,Manual,Franchise dealer,10,144792,219,4,True,17,5680,6672,5731,7706,-14.9,Check underpricing
CAR-04337,2026-03-24,DE,BMW,X1,Hybrid,Automatic,Independent dealer,8,157377,123,2,True,48,6140,7588,6518,8765,-19.1,Check underpricing
CAR-00636,2026-03-24,DE,Volkswagen,Golf,Electric,Manual,Franchise dealer,4,52112,225,2,False,13,13720,13309,11432,15373,3.1,Hold
CAR-02227,2026-03-24,DE,BMW,i4,Petrol,Automatic,Franchise dealer,5,110175,144,3,True,28,17330,17271,14835,19949,0.3,Hold
CAR-03719,2026-03-24,DE,Mercedes-Benz,A-Class,Electric,Automatic,Private,8,176293,152,4,True,48,5740,6021,5172,6954,-4.7,Hold
CAR-02357,2026-03-24,AT,Mercedes-Benz,C-Class,Petrol,Automatic,Franchise dealer,6,79438,181,3,True,14,15090,14526,12477,16778,3.9,Hold
CAR-04817,2026-03-24,DE,Mercedes-Benz,E-Class,Petrol,Automatic,Franchise dealer,1,18324,118,1,True,41,60530,55575,47736,64194,8.9,Hold
CAR-02250,2026-03-24,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,0,2668,71,1,True,17,45950,53810,46220,62155,-14.6,Check underpricing
CAR-01954,2026-03-24,DE,Skoda,Superb,Petrol,Automatic,Independent dealer,6,82054,181,4,True,30,16480,11583,9949,13379,42.3,Hold
CAR-03953,2026-03-25,DE,Volkswagen,ID.4,Hybrid,Automatic,Franchise dealer,6,86404,124,3,True,46,14490,12994,11161,15009,11.5,Review markdown
CAR-01667,2026-03-25,DE,Audi,Q5,Diesel,Automatic,Private,1,15249,125,1,True,45,50580,47420,40732,54774,6.7,Hold
CAR-04618,2026-03-25,DE,Mercedes-Benz,A-Class,Electric,Automatic,Independent dealer,2,14733,89,2,True,26,25210,26662,22901,30796,-5.4,Hold
CAR-02586,2026-03-25,DE,Audi,e-tron,Electric,Automatic,Independent dealer,7,146522,180,3,True,57,13570,13516,11610,15612,0.4,Hold
CAR-03964,2026-03-25,DE,Audi,Q3,Electric,Automatic,Franchise dealer,4,80064,182,2,True,38,21370,19026,16342,21976,12.3,Hold
CAR-01477,2026-03-25,AT,Skoda,Enyaq,Diesel,Automatic,Independent dealer,8,71206,157,4,True,51,10290,9817,8433,11340,4.8,Hold
CAR-04167,2026-03-26,DE,Audi,A4,Hybrid,Automatic,Independent dealer,2,45477,141,1,True,132,36370,31613,27154,36515,15.0,Review markdown
CAR-01281,2026-03-26,DE,Audi,A4,Petrol,Automatic,Franchise dealer,5,61760,70,3,True,133,14450,13721,11786,15849,5.3,Review markdown
CAR-01641,2026-03-26,DE,BMW,X3,Electric,Automatic,Franchise dealer,8,110716,143,5,True,78,12700,11180,9603,12914,13.6,Review markdown
CAR-01237,2026-03-27,DE,Mercedes-Benz,GLA,Diesel,Manual,Independent dealer,4,75966,105,1,True,67,13790,14946,12838,17264,-7.7,Hold
CAR-02204,2026-03-27,DE,Audi,Q3,Diesel,Automatic,Private,5,97025,173,3,True,50,11830,12250,10522,14150,-3.4,Hold
CAR-03511,2026-03-27,DE,Volkswagen,Golf,Petrol,Manual,Independent dealer,3,53730,188,1,True,25,17380,17031,14629,19672,2.0,Hold
CAR-02628,2026-03-27,DE,Audi,A3,Petrol,Automatic,Franchise dealer,10,202408,163,4,True,100,5880,5052,4339,5835,16.4,Review markdown
CAR-00091,2026-03-27,DE,Volkswagen,ID.4,Petrol,Automatic,Independent dealer,3,48243,174,2,True,91,28360,25191,21638,29098,12.6,Review markdown
CAR-04742,2026-03-27,DE,Volkswagen,Golf,Petrol,Automatic,Private,3,59326,191,1,True,56,17290,16922,14535,19546,2.2,Hold
CAR-03995,2026-03-27,DE,BMW,5 Series,Hybrid,Automatic,Private,9,157530,105,4,True,61,7030,7897,6784,9122,-11.0,Check underpricing
CAR-04142,2026-03-27,DE,BMW,X3,Electric,Manual,Independent dealer,2,26854,106,1,True,32,35030,36816,31623,42525,-4.9,Hold
CAR-01397,2026-03-28,DE,Skoda,Enyaq,Petrol,Manual,Independent dealer,2,24963,95,1,False,61,27030,24669,21189,28494,9.6,Review markdown
CAR-03534,2026-03-28,DE,Volkswagen,Passat,Electric,Manual,Independent dealer,5,110932,211,4,True,121,13090,12715,10921,14687,2.9,Hold
CAR-03835,2026-03-28,DE,Mercedes-Benz,GLA,Diesel,Automatic,Private,6,120117,128,2,True,39,9090,9510,8168,10984,-4.4,Hold
CAR-01921,2026-03-28,AT,Audi,A3,Electric,Manual,Independent dealer,3,45403,70,2,True,16,18160,17736,15234,20486,2.4,Hold
CAR-01772,2026-03-28,DE,Volkswagen,Passat,Diesel,Automatic,Private,11,252279,126,5,True,34,5740,3653,3138,4220,57.1,Hold
CAR-01354,2026-03-28,DE,Skoda,Enyaq,Petrol,Automatic,Franchise dealer,8,155036,130,4,True,36,5780,7746,6654,8948,-25.4,Check underpricing
CAR-02480,2026-03-28,DE,Mercedes-Benz,EQE,Petrol,Automatic,Franchise dealer,4,66071,146,2,True,32,30350,27691,23785,31986,9.6,Hold
CAR-04605,2026-03-29,DE,Audi,e-tron,Petrol,Automatic,Private,4,102703,179,3,True,41,25930,21947,18852,25351,18.1,Hold
CAR-03633,2026-03-29,DE,Audi,Q5,Electric,Automatic,Franchise dealer,3,41578,191,2,True,66,43110,35096,30146,40539,22.8,Review markdown
CAR-04743,2026-03-29,DE,Audi,e-tron,Diesel,Automatic,Independent dealer,10,167197,193,4,False,62,5390,7617,6543,8798,-29.2,Check underpricing
CAR-01867,2026-03-29,DE,BMW,5 Series,Diesel,Automatic,Independent dealer,3,53955,141,3,True,36,31110,26450,22719,30552,17.6,Hold
CAR-04273,2026-03-29,DE,Skoda,Octavia,Diesel,Manual,Independent dealer,9,188280,145,5,True,44,5830,4081,3505,4714,42.9,Hold
CAR-02826,2026-03-30,DE,Mercedes-Benz,E-Class,Hybrid,Automatic,Independent dealer,3,49921,138,2,True,47,35200,32432,27857,37461,8.5,Review markdown
CAR-03966,2026-03-30,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Franchise dealer,1,26086,98,1,True,15,40340,41768,35877,48245,-3.4,Hold
CAR-01118,2026-03-30,DE,Audi,A4,Electric,Automatic,Independent dealer,3,47056,94,2,True,30,21760,22179,19051,25619,-1.9,Hold
CAR-00994,2026-03-30,DE,Skoda,Superb,Hybrid,Automatic,Franchise dealer,3,49715,103,2,True,29,23280,22242,19105,25691,4.7,Hold
CAR-02988,2026-03-30,AT,BMW,5 Series,Diesel,Automatic,Franchise dealer,7,98642,138,3,True,117,14470,12787,10983,14770,13.2,Review markdown
CAR-03041,2026-03-30,DE,Skoda,Enyaq,Hybrid,Automatic,Franchise dealer,4,73811,157,3,False,48,19000,16955,14563,19584,12.1,Review markdown
CAR-00311,2026-03-30,DE,Audi,A3,Petrol,Automatic,Independent dealer,9,183890,173,4,False,66,5610,4766,4094,5505,17.7,Review markdown
CAR-03973,2026-03-31,DE,BMW,X1,Petrol,Automatic,Independent dealer,9,197538,108,3,True,38,6000,5569,4784,6433,7.7,Hold
CAR-04561,2026-03-31,DE,Audi,Q5,Electric,Automatic,Independent dealer,7,103442,147,2,True,10,14970,13468,11569,15557,11.2,Hold
CAR-00466,2026-03-31,DE,Volkswagen,Passat,Petrol,Manual,Independent dealer,6,138788,125,3,False,21,6700,7355,6318,8496,-8.9,Check underpricing
CAR-04078,2026-03-31,DE,BMW,5 Series,Petrol,Automatic,Independent dealer,5,60242,227,2,True,47,27580,21436,18413,24761,28.7,Review markdown
CAR-04148,2026-03-31,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,3,60187,109,2,True,45,23560,21843,18762,25231,7.9,Hold
CAR-01694,2026-03-31,DE,Volkswagen,ID.4,Hybrid,Automatic,Franchise dealer,2,34364,180,1,True,154,43260,37570,32270,43396,15.1,Review markdown
CAR-00427,2026-03-31,DE,Volkswagen,ID.4,Diesel,Automatic,Independent dealer,5,93840,167,4,False,33,13050,11621,9981,13423,12.3,Hold
CAR-01492,2026-03-31,NL,Volkswagen,Golf,Petrol,Manual,Private,7,148121,101,3,True,8,5830,5298,4551,6120,10.0,Hold
CAR-00549,2026-03-31,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Independent dealer,5,115304,70,2,False,16,10190,10634,9134,12284,-4.2,Hold
CAR-02946,2026-03-31,DE,Audi,Q5,Diesel,Automatic,Private,9,124514,135,3,True,25,7620,8610,7396,9946,-11.5,Check underpricing
CAR-01151,2026-04-01,DE,Skoda,Octavia,Hybrid,Automatic,Franchise dealer,6,115128,103,2,True,9,8680,8533,7329,9856,1.7,Hold
CAR-02890,2026-04-01,DE,BMW,3 Series,Diesel,Automatic,Independent dealer,2,34533,78,1,True,44,25860,25849,22203,29858,0.0,Hold
CAR-01756,2026-04-01,DE,BMW,3 Series,Petrol,Automatic,Independent dealer,8,57594,175,4,True,33,11180,9906,8509,11442,12.9,Hold
CAR-01659,2026-04-01,AT,BMW,X3,Electric,Automatic,Independent dealer,6,140382,115,3,True,51,11720,13126,11274,15161,-10.7,Check underpricing
CAR-03642,2026-04-01,DE,Volkswagen,ID.4,Electric,Automatic,Independent dealer,13,146676,171,5,True,37,5650,6560,5635,7578,-13.9,Check underpricing
CAR-01863,2026-04-01,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,5,104683,146,3,False,58,11830,11687,10039,13500,1.2,Hold
CAR-02430,2026-04-01,DE,Volkswagen,Passat,Petrol,Manual,Franchise dealer,7,130159,89,4,True,36,6800,7335,6301,8473,-7.3,Hold
CAR-01673,2026-04-02,DE,BMW,i4,Hybrid,Manual,Franchise dealer,4,90442,155,2,True,43,24940,22712,19508,26234,9.8,Hold
CAR-00117,2026-04-02,DE,Volkswagen,ID.3,Petrol,Automatic,Private,6,92311,214,3,False,24,10410,9185,7890,10610,13.3,Hold
CAR-00226,2026-04-02,DE,BMW,5 Series,Petrol,Automatic,Private,2,43393,96,1,True,71,36840,32890,28251,37991,12.0,Review markdown
CAR-03718,2026-04-03,DE,Skoda,Superb,Hybrid,Automatic,Independent dealer,4,105480,114,2,False,13,14100,13019,11183,15038,8.3,Hold
CAR-02446,2026-04-03,DE,BMW,3 Series,Hybrid,Automatic,Franchise dealer,1,19870,235,2,True,77,50130,48845,41956,56420,2.6,Hold
CAR-01711,2026-04-03,AT,Audi,e-tron,Diesel,Automatic,Independent dealer,4,36309,142,2,True,25,32910,27201,23364,31419,21.0,Hold
CAR-00479,2026-04-03,DE,Audi,Q3,Electric,Manual,Independent dealer,3,55528,187,1,True,39,24040,23439,20133,27074,2.6,Hold
CAR-04215,2026-04-03,NL,BMW,X1,Electric,Manual,Franchise dealer,1,15326,164,1,False,74,36050,36926,31718,42653,-2.4,Hold
CAR-03391,2026-04-03,DE,Volkswagen,Passat,Diesel,Automatic,Independent dealer,4,66426,225,2,True,39,18800,17830,15315,20595,5.4,Hold
CAR-02376,2026-04-03,DE,Skoda,Kodiaq,Hybrid,Automatic,Franchise dealer,3,54693,106,1,True,7,28160,23157,19891,26748,21.6,Hold
